1,Canada                                  ,Ontario                                 ,Sault Ste. Marie                        ,"Capeners  Avenue, 3157",CaSa1,GEO001
1195,Belgium                                 ,Flanders                                ,Wevelgem                                ,"Arline    Way, 7524",BeWe1195,GEO001
1219,Belgium                                 ,Wallonia                                ,Soignies                                ,"Cleaver Road, 8166",BeSo1219,GEO001
1242,Belgium                                 ,Wallonia                                ,Pont-à-Celles                          ,"Bayberry Alley, 4118",BePo1242,GEO001
1267,Belgium                                 ,Flanders                                ,Maldegem                                ,"Camdenhurst   Lane, 702",BeMa1267,GEO001
1296,Belgium                                 ,Flanders                                ,Hoogstraten                             ,"Sheffield Grove, 2975",BeHo1296,GEO001
1325,Belgium                                 ,Flanders                                ,Edegem                                  ,"Beaumont  Pass, 804",BeEd1325,GEO001
1347,Belgium                                 ,Wallonia                                ,Braine-l'Alleud                         ,"Becklow  Walk, 5084",BeBr1347,GEO001
1371,Belarus                                 ,Minsk                                   ,Vilyeyka                                ,"Cavaye  Vale, 9732",BeVi1371,GEO001
1395,Belarus                                 ,Minsk                                   ,Maladzyechna                            ,"Lincoln Boulevard, 3497",BeMa1395,GEO001
1419,Canada                                  ,Quebec                                  ,Alma                                    ,"Shepherds  Lane, 509",CaAl1419,GEO001
1443,Canada                                  ,Quebec                                  ,Candiac                                 ,"Cavendish Tunnel, 6604",CaCa1443,GEO001
1467,Canada                                  ,Alberta                                 ,Edmonton                                ,"Adelaide  Lane, 6361",CaEd1467,GEO001
1493,Canada                                  ,Quebec                                  ,L'Assomption                            ,"Arctic   Route, 8971",CaL'1493,GEO001
1520,Canada                                  ,Ontario                                 ,Niagara Falls                           ,"Gatonby   Avenue, 8756",CaNi1520,GEO001
1549,Canada                                  ,Ontario                                 ,Rayside-Balfour                         ,"Chatsworth  Grove, 3159",CaRa1549,GEO001
1574,Canada                                  ,Saskatchewan                            ,Saskatoon                               ,"Bayberry Pass, 5237",CaSa1574,GEO001
1597,Czech Republic                          ,Moravskoslezský                        ,Třinec                                 ,"Calverley  Rue, 2356",CzTř1597,GEO001
1622,Czech Republic                          ,Moravskoslezský                        ,Orlová                                 ,"Blandford  Street, 4083",CzOr1622,GEO001
1646,Czech Republic                          ,Central Bohemia                         ,Kladno                                  ,"Charnwood   Avenue, 3628",CzKl1646,GEO001
1671,Czech Republic                          ,South Moravian                          ,Brno                                    ,"Egerton  Street, 2995",CzBr1671,GEO001
1695,Germany                                 ,North Rhine-Westphalia                  ,Wuppertal                               ,"Balfe   Street, 1",GeWu1695,GEO001
1721,Germany                                 ,Lower Saxony                            ,Wildeshausen                            ,"Bethwin  Way, 3371",GeWi1721,GEO001
1748,Germany                                 ,Baden-Württemberg                      ,Weingarten                              ,"Railroad Pass, 7162",GeWe1748,GEO001
